Settlement Date,Product,Contract,Settlement
8/28/2015,CL,CLG18,56.92
8/28/2015,CL,CLH18,57.14
8/28/2015,CL,CLJ18,57.37
8/28/2015,CL,CLK18,57.61
8/28/2015,CL,CLM18,57.87
8/28/2015,CL,CLN18,58.05
8/28/2015,CL,CLQ18,58.25
8/28/2015,CL,CLU18,58.46
8/28/2015,CL,CLV18,58.67
8/28/2015,CL,CLX18,58.89
8/28/2015,CL,CLZ18,59.12
8/28/2015,CL,CLF19,59.25
8/28/2015,CL,CLG19,59.4
8/28/2015,CL,CLH19,59.56
8/28/2015,CL,CLJ19,59.74
8/28/2015,CL,CLK19,59.94
8/28/2015,CL,CLM19,60.15
8/28/2015,CL,CLN19,60.22
8/28/2015,CL,CLQ19,60.33
8/28/2015,CL,CLU19,60.47
8/28/2015,CL,CLV19,60.63
8/28/2015,CL,CLX19,60.82
8/28/2015,CL,CLZ19,61.05
8/28/2015,CL,CLF20,61.14
8/28/2015,CL,CLG20,61.24
8/28/2015,CL,CLH20,61.35
8/28/2015,CL,CLJ20,61.48
8/28/2015,CL,CLK20,61.63
8/28/2015,CL,CLM20,61.8
8/28/2015,CL,CLN20,61.83
8/28/2015,CL,CLQ20,61.9
8/28/2015,CL,CLU20,62
8/28/2015,CL,CLV20,62.15
8/28/2015,CL,CLX20,62.31
8/28/2015,CL,CLZ20,62.5
8/28/2015,CL,CLM21,63.02
8/28/2015,CL,CLZ21,63.54
8/28/2015,CL,CLM22,63.84
8/28/2015,CL,CLZ22,64.14
8/28/2015,CL,CLM23,64.14
8/28/2015,CL,CLZ23,64.14
8/31/2015,CL,CLV15,49.2
8/31/2015,CL,CLX15,49.93
8/31/2015,CL,CLZ15,50.77
8/31/2015,CL,CLF16,51.63
8/31/2015,CL,CLG16,52.38
8/31/2015,CL,CLH16,52.98
8/31/2015,CL,CLJ16,53.47
8/31/2015,CL,CLK16,53.85
8/31/2015,CL,CLM16,54.16
8/31/2015,CL,CLN16,54.38
8/31/2015,CL,CLQ16,54.61
8/31/2015,CL,CLU16,54.87
8/31/2015,CL,CLV16,55.16
8/31/2015,CL,CLX16,55.48
8/31/2015,CL,CLZ16,55.81
8/31/2015,CL,CLF17,56.05
8/31/2015,CL,CLG17,56.31
8/31/2015,CL,CLH17,56.59
8/31/2015,CL,CLJ17,56.85
8/31/2015,CL,CLK17,57.08
8/31/2015,CL,CLM17,57.34
8/31/2015,CL,CLN17,57.55
8/31/2015,CL,CLQ17,57.81
8/31/2015,CL,CLU17,58.11
8/31/2015,CL,CLV17,58.41
8/31/2015,CL,CLX17,58.73
8/31/2015,CL,CLZ17,59.05
8/31/2015,CL,CLF18,59.21
8/31/2015,CL,CLG18,59.38
8/31/2015,CL,CLH18,59.57
8/31/2015,CL,CLJ18,59.77
8/31/2015,CL,CLK18,59.98
8/31/2015,CL,CLM18,60.21
8/31/2015,CL,CLN18,60.35
8/31/2015,CL,CLQ18,60.52
8/31/2015,CL,CLU18,60.69
8/31/2015,CL,CLV18,60.87
8/31/2015,CL,CLX18,61.05
8/31/2015,CL,CLZ18,61.24
8/31/2015,CL,CLF19,61.35
8/31/2015,CL,CLG19,61.48
8/31/2015,CL,CLH19,61.62
8/31/2015,CL,CLJ19,61.78
8/31/2015,CL,CLK19,61.96
8/31/2015,CL,CLM19,62.15
8/31/2015,CL,CLN19,62.2
8/31/2015,CL,CLQ19,62.29
8/31/2015,CL,CLU19,62.41
8/31/2015,CL,CLV19,62.55
8/31/2015,CL,CLX19,62.72
8/31/2015,CL,CLZ19,62.93
8/31/2015,CL,CLF20,63
8/31/2015,CL,CLG20,63.08
8/31/2015,CL,CLH20,63.17
8/31/2015,CL,CLJ20,63.28
8/31/2015,CL,CLK20,63.41
8/31/2015,CL,CLM20,63.56
8/31/2015,CL,CLN20,63.57
8/31/2015,CL,CLQ20,63.62
8/31/2015,CL,CLU20,63.7
8/31/2015,CL,CLV20,63.83
8/31/2015,CL,CLX20,63.97
8/31/2015,CL,CLZ20,64.14
8/31/2015,CL,CLM21,64.59
8/31/2015,CL,CLZ21,65.04
8/31/2015,CL,CLM22,65.34
8/31/2015,CL,CLZ22,65.64
8/31/2015,CL,CLM23,65.64
8/31/2015,CL,CLZ23,65.64
9/1/2015,CL,CLV15,45.41
9/1/2015,CL,CLX15,46.02
9/1/2015,CL,CLZ15,46.69
9/1/2015,CL,CLF16,47.4
9/1/2015,CL,CLG16,48.05
9/1/2015,CL,CLH16,48.61
9/1/2015,CL,CLJ16,49.09
9/1/2015,CL,CLK16,49.49
9/1/2015,CL,CLM16,49.84
9/1/2015,CL,CLN16,50.11
9/1/2015,CL,CLQ16,50.39
9/1/2015,CL,CLU16,50.7
9/1/2015,CL,CLV16,51.03
9/1/2015,CL,CLX16,51.39
9/1/2015,CL,CLZ16,51.74
9/1/2015,CL,CLF17,51.99
9/1/2015,CL,CLG17,52.26
9/1/2015,CL,CLH17,52.54
9/1/2015,CL,CLJ17,52.81
9/1/2015,CL,CLK17,53.06
9/1/2015,CL,CLM17,53.33
9/1/2015,CL,CLN17,53.54
9/1/2015,CL,CLQ17,53.8
9/1/2015,CL,CLU17,54.09
9/1/2015,CL,CLV17,54.39
9/1/2015,CL,CLX17,54.7
9/1/2015,CL,CLZ17,55.02
9/1/2015,CL,CLF18,55.19
9/1/2015,CL,CLG18,55.37
9/1/2015,CL,CLH18,55.57
9/1/2015,CL,CLJ18,55.78
9/1/2015,CL,CLK18,56
9/1/2015,CL,CLM18,56.24
9/1/2015,CL,CLN18,56.39
9/1/2015,CL,CLQ18,56.57
9/1/2015,CL,CLU18,56.75
9/1/2015,CL,CLV18,56.94
9/1/2015,CL,CLX18,57.13
9/1/2015,CL,CLZ18,57.33
9/1/2015,CL,CLF19,57.45
9/1/2015,CL,CLG19,57.59
9/1/2015,CL,CLH19,57.74
9/1/2015,CL,CLJ19,57.91
9/1/2015,CL,CLK19,58.1
9/1/2015,CL,CLM19,58.3
9/1/2015,CL,CLN19,58.36
9/1/2015,CL,CLQ19,58.46
9/1/2015,CL,CLU19,58.59
9/1/2015,CL,CLV19,58.74
9/1/2015,CL,CLX19,58.92
9/1/2015,CL,CLZ19,59.14
9/1/2015,CL,CLF20,59.22
9/1/2015,CL,CLG20,59.31
9/1/2015,CL,CLH20,59.41
9/1/2015,CL,CLJ20,59.53
9/1/2015,CL,CLK20,59.67
9/1/2015,CL,CLM20,59.83
9/1/2015,CL,CLN20,59.85
9/1/2015,CL,CLQ20,59.91
9/1/2015,CL,CLU20,60
9/1/2015,CL,CLV20,60.13
9/1/2015,CL,CLX20,60.28
9/1/2015,CL,CLZ20,60.46
9/1/2015,CL,CLM21,60.91
9/1/2015,CL,CLZ21,61.36
9/1/2015,CL,CLM22,61.66
9/1/2015,CL,CLZ22,61.96
9/1/2015,CL,CLM23,61.96
9/1/2015,CL,CLZ23,61.96
9/2/2015,CL,CLV15,46.25
9/2/2015,CL,CLX15,46.86
9/2/2015,CL,CLZ15,47.52
9/2/2015,CL,CLF16,48.22
9/2/2015,CL,CLG16,48.88
9/2/2015,CL,CLH16,49.48
9/2/2015,CL,CLJ16,50
9/2/2015,CL,CLK16,50.44
9/2/2015,CL,CLM16,50.82
9/2/2015,CL,CLN16,51.1
9/2/2015,CL,CLQ16,51.38
9/2/2015,CL,CLU16,51.69
9/2/2015,CL,CLV16,52.02
9/2/2015,CL,CLX16,52.38
9/2/2015,CL,CLZ16,52.73
9/2/2015,CL,CLF17,52.98
9/2/2015,CL,CLG17,53.25
9/2/2015,CL,CLH17,53.54
9/2/2015,CL,CLJ17,53.81
9/2/2015,CL,CLK17,54.06
9/2/2015,CL,CLM17,54.33
9/2/2015,CL,CLN17,54.54
9/2/2015,CL,CLQ17,54.8
9/2/2015,CL,CLU17,55.09
9/2/2015,CL,CLV17,55.38
9/2/2015,CL,CLX17,55.69
9/2/2015,CL,CLZ17,56.01
9/2/2015,CL,CLF18,56.18
9/2/2015,CL,CLG18,56.36
9/2/2015,CL,CLH18,56.55
9/2/2015,CL,CLJ18,56.75
9/2/2015,CL,CLK18,56.97
9/2/2015,CL,CLM18,57.21
9/2/2015,CL,CLN18,57.36
9/2/2015,CL,CLQ18,57.54
9/2/2015,CL,CLU18,57.72
9/2/2015,CL,CLV18,57.91
9/2/2015,CL,CLX18,58.1
9/2/2015,CL,CLZ18,58.3
9/2/2015,CL,CLF19,58.42
9/2/2015,CL,CLG19,58.55
9/2/2015,CL,CLH19,58.7
9/2/2015,CL,CLJ19,58.87
9/2/2015,CL,CLK19,59.06
9/2/2015,CL,CLM19,59.26
9/2/2015,CL,CLN19,59.32
9/2/2015,CL,CLQ19,59.42
9/2/2015,CL,CLU19,59.55
9/2/2015,CL,CLV19,59.7
9/2/2015,CL,CLX19,59.88
9/2/2015,CL,CLZ19,60.09
9/2/2015,CL,CLF20,60.17
9/2/2015,CL,CLG20,60.27
9/2/2015,CL,CLH20,60.38
9/2/2015,CL,CLJ20,60.51
9/2/2015,CL,CLK20,60.65
9/2/2015,CL,CLM20,60.81
9/2/2015,CL,CLN20,60.84
9/2/2015,CL,CLQ20,60.9
9/2/2015,CL,CLU20,61
9/2/2015,CL,CLV20,61.13
9/2/2015,CL,CLX20,61.29
9/2/2015,CL,CLZ20,61.47
9/2/2015,CL,CLM21,61.97
9/2/2015,CL,CLZ21,62.47
9/2/2015,CL,CLM22,62.77
9/2/2015,CL,CLZ22,63.07
9/2/2015,CL,CLM23,63.07
9/2/2015,CL,CLZ23,63.07
9/3/2015,CL,CLV15,46.75
9/3/2015,CL,CLX15,47.32
9/3/2015,CL,CLZ15,47.92
9/3/2015,CL,CLF16,48.57
9/3/2015,CL,CLG16,49.18
9/3/2015,CL,CLH16,49.74
9/3/2015,CL,CLJ16,50.2
9/3/2015,CL,CLK16,50.59
9/3/2015,CL,CLM16,50.93
9/3/2015,CL,CLN16,51.19
9/3/2015,CL,CLQ16,51.47
9/3/2015,CL,CLU16,51.79
9/3/2015,CL,CLV16,52.13
9/3/2015,CL,CLX16,52.5
9/3/2015,CL,CLZ16,52.87
9/3/2015,CL,CLF17,53.12
9/3/2015,CL,CLG17,53.39
9/3/2015,CL,CLH17,53.68
9/3/2015,CL,CLJ17,53.95
9/3/2015,CL,CLK17,54.19
9/3/2015,CL,CLM17,54.45
9/3/2015,CL,CLN17,54.65
9/3/2015,CL,CLQ17,54.9
9/3/2015,CL,CLU17,55.18
9/3/2015,CL,CLV17,55.47
9/3/2015,CL,CLX17,55.77
9/3/2015,CL,CLZ17,56.08
9/3/2015,CL,CLF18,56.24
9/3/2015,CL,CLG18,56.41
9/3/2015,CL,CLH18,56.59
9/3/2015,CL,CLJ18,56.78
9/3/2015,CL,CLK18,56.99
9/3/2015,CL,CLM18,57.22
9/3/2015,CL,CLN18,57.36
9/3/2015,CL,CLQ18,57.53
9/3/2015,CL,CLU18,57.7
9/3/2015,CL,CLV18,57.88
9/3/2015,CL,CLX18,58.07
9/3/2015,CL,CLZ18,58.26
9/3/2015,CL,CLF19,58.37
9/3/2015,CL,CLG19,58.49
9/3/2015,CL,CLH19,58.63
9/3/2015,CL,CLJ19,58.79
9/3/2015,CL,CLK19,58.97
9/3/2015,CL,CLM19,59.16
9/3/2015,CL,CLN19,59.21
9/3/2015,CL,CLQ19,59.3
9/3/2015,CL,CLU19,59.42
9/3/2015,CL,CLV19,59.56
9/3/2015,CL,CLX19,59.73
9/3/2015,CL,CLZ19,59.93
9/3/2015,CL,CLF20,60
9/3/2015,CL,CLG20,60.09
9/3/2015,CL,CLH20,60.2
9/3/2015,CL,CLJ20,60.32
9/3/2015,CL,CLK20,60.46
9/3/2015,CL,CLM20,60.61
9/3/2015,CL,CLN20,60.63
9/3/2015,CL,CLQ20,60.69
9/3/2015,CL,CLU20,60.78
9/3/2015,CL,CLV20,60.9
9/3/2015,CL,CLX20,61.05
9/3/2015,CL,CLZ20,61.23
9/3/2015,CL,CLM21,61.73
9/3/2015,CL,CLZ21,62.22
9/3/2015,CL,CLM22,62.57
9/3/2015,CL,CLZ22,62.92
9/3/2015,CL,CLM23,62.92
9/3/2015,CL,CLZ23,62.92
9/4/2015,CL,CLV15,46.05
9/4/2015,CL,CLX15,46.63
9/4/2015,CL,CLZ15,47.23
9/4/2015,CL,CLF16,47.86
9/4/2015,CL,CLG16,48.46
9/4/2015,CL,CLH16,49.01
9/4/2015,CL,CLJ16,49.46
9/4/2015,CL,CLK16,49.83
9/4/2015,CL,CLM16,50.15
9/4/2015,CL,CLN16,50.4
9/4/2015,CL,CLQ16,50.67
9/4/2015,CL,CLU16,50.97
9/4/2015,CL,CLV16,51.29
9/4/2015,CL,CLX16,51.65
9/4/2015,CL,CLZ16,52.01
9/4/2015,CL,CLF17,52.26
9/4/2015,CL,CLG17,52.53
9/4/2015,CL,CLH17,52.81
9/4/2015,CL,CLJ17,53.07
9/4/2015,CL,CLK17,53.31
9/4/2015,CL,CLM17,53.57
9/4/2015,CL,CLN17,53.77
9/4/2015,CL,CLQ17,54.01
9/4/2015,CL,CLU17,54.28
9/4/2015,CL,CLV17,54.57
9/4/2015,CL,CLX17,54.86
9/4/2015,CL,CLZ17,55.16
9/4/2015,CL,CLF18,55.32
9/4/2015,CL,CLG18,55.48
9/4/2015,CL,CLH18,55.65
9/4/2015,CL,CLJ18,55.83
9/4/2015,CL,CLK18,56.02
9/4/2015,CL,CLM18,56.24
9/4/2015,CL,CLN18,56.38
9/4/2015,CL,CLQ18,56.54
9/4/2015,CL,CLU18,56.71
9/4/2015,CL,CLV18,56.89
9/4/2015,CL,CLX18,57.08
9/4/2015,CL,CLZ18,57.27
9/4/2015,CL,CLF19,57.38
9/4/2015,CL,CLG19,57.5
9/4/2015,CL,CLH19,57.63
9/4/2015,CL,CLJ19,57.79
9/4/2015,CL,CLK19,57.96
9/4/2015,CL,CLM19,58.14
9/4/2015,CL,CLN19,58.19
9/4/2015,CL,CLQ19,58.27
9/4/2015,CL,CLU19,58.39
9/4/2015,CL,CLV19,58.53
9/4/2015,CL,CLX19,58.69
9/4/2015,CL,CLZ19,58.88
9/4/2015,CL,CLF20,58.95
9/4/2015,CL,CLG20,59.04
9/4/2015,CL,CLH20,59.15
9/4/2015,CL,CLJ20,59.27
9/4/2015,CL,CLK20,59.41
9/4/2015,CL,CLM20,59.56
9/4/2015,CL,CLN20,59.58
9/4/2015,CL,CLQ20,59.64
9/4/2015,CL,CLU20,59.73
9/4/2015,CL,CLV20,59.85
9/4/2015,CL,CLX20,60
9/4/2015,CL,CLZ20,60.18
9/4/2015,CL,CLM21,60.68
9/4/2015,CL,CLZ21,61.17
9/4/2015,CL,CLM22,61.52
9/4/2015,CL,CLZ22,61.87
9/4/2015,CL,CLM23,61.87
9/4/2015,CL,CLZ23,61.87
9/8/2015,CL,CLV15,45.94
9/8/2015,CL,CLX15,46.59
9/8/2015,CL,CLZ15,47.24
9/8/2015,CL,CLF16,47.92
9/8/2015,CL,CLG16,48.56
9/8/2015,CL,CLH16,49.16
9/8/2015,CL,CLJ16,49.66
9/8/2015,CL,CLK16,50.09
9/8/2015,CL,CLM16,50.44
9/8/2015,CL,CLN16,50.71
9/8/2015,CL,CLQ16,50.99
9/8/2015,CL,CLU16,51.3
9/8/2015,CL,CLV16,51.63
9/8/2015,CL,CLX16,51.99
9/8/2015,CL,CLZ16,52.35
9/8/2015,CL,CLF17,52.6
9/8/2015,CL,CLG17,52.88
9/8/2015,CL,CLH17,53.18
9/8/2015,CL,CLJ17,53.46
9/8/2015,CL,CLK17,53.71
9/8/2015,CL,CLM17,53.99
9/8/2015,CL,CLN17,54.2
9/8/2015,CL,CLQ17,54.46
9/8/2015,CL,CLU17,54.75
9/8/2015,CL,CLV17,55.06
9/8/2015,CL,CLX17,55.37
9/8/2015,CL,CLZ17,55.68
9/8/2015,CL,CLF18,55.85
9/8/2015,CL,CLG18,56.02
9/8/2015,CL,CLH18,56.21
9/8/2015,CL,CLJ18,56.41
9/8/2015,CL,CLK18,56.62
9/8/2015,CL,CLM18,56.86
9/8/2015,CL,CLN18,57.01
9/8/2015,CL,CLQ18,57.18
9/8/2015,CL,CLU18,57.35
9/8/2015,CL,CLV18,57.53
9/8/2015,CL,CLX18,57.73
9/8/2015,CL,CLZ18,57.93
9/8/2015,CL,CLF19,58.04
9/8/2015,CL,CLG19,58.16
9/8/2015,CL,CLH19,58.3
9/8/2015,CL,CLJ19,58.46
9/8/2015,CL,CLK19,58.63
9/8/2015,CL,CLM19,58.81
9/8/2015,CL,CLN19,58.87
9/8/2015,CL,CLQ19,58.96
9/8/2015,CL,CLU19,59.08
9/8/2015,CL,CLV19,59.22
9/8/2015,CL,CLX19,59.38
9/8/2015,CL,CLZ19,59.57
9/8/2015,CL,CLF20,59.64
9/8/2015,CL,CLG20,59.73
9/8/2015,CL,CLH20,59.83
9/8/2015,CL,CLJ20,59.95
9/8/2015,CL,CLK20,60.08
9/8/2015,CL,CLM20,60.22
9/8/2015,CL,CLN20,60.24
9/8/2015,CL,CLQ20,60.3
9/8/2015,CL,CLU20,60.39
9/8/2015,CL,CLV20,60.51
9/8/2015,CL,CLX20,60.65
9/8/2015,CL,CLZ20,60.82
9/8/2015,CL,CLM21,61.3
9/8/2015,CL,CLZ21,61.76
9/8/2015,CL,CLM22,62.11
9/8/2015,CL,CLZ22,62.46
9/8/2015,CL,CLM23,62.46
9/8/2015,CL,CLZ23,62.46
9/9/2015,CL,CLV15,44.15
9/9/2015,CL,CLX15,44.8
9/9/2015,CL,CLZ15,45.48
9/9/2015,CL,CLF16,46.2
9/9/2015,CL,CLG16,46.88
9/9/2015,CL,CLH16,47.52
9/9/2015,CL,CLJ16,48.07
9/9/2015,CL,CLK16,48.55
9/9/2015,CL,CLM16,48.95
9/9/2015,CL,CLN16,49.25
9/9/2015,CL,CLQ16,49.56
9/9/2015,CL,CLU16,49.9
9/9/2015,CL,CLV16,50.25
9/9/2015,CL,CLX16,50.63
9/9/2015,CL,CLZ16,51.01
9/9/2015,CL,CLF17,51.28
9/9/2015,CL,CLG17,51.57
9/9/2015,CL,CLH17,51.89
9/9/2015,CL,CLJ17,52.19
9/9/2015,CL,CLK17,52.46
9/9/2015,CL,CLM17,52.76
9/9/2015,CL,CLN17,52.99
9/9/2015,CL,CLQ17,53.25
9/9/2015,CL,CLU17,53.55
9/9/2015,CL,CLV17,53.87
9/9/2015,CL,CLX17,54.2
9/9/2015,CL,CLZ17,54.52
9/9/2015,CL,CLF18,54.7
9/9/2015,CL,CLG18,54.88
9/9/2015,CL,CLH18,55.08
9/9/2015,CL,CLJ18,55.29
9/9/2015,CL,CLK18,55.51
9/9/2015,CL,CLM18,55.75
9/9/2015,CL,CLN18,55.9
9/9/2015,CL,CLQ18,56.07
9/9/2015,CL,CLU18,56.25
9/9/2015,CL,CLV18,56.44
9/9/2015,CL,CLX18,56.65
9/9/2015,CL,CLZ18,56.86
9/9/2015,CL,CLF19,56.97
9/9/2015,CL,CLG19,57.09
9/9/2015,CL,CLH19,57.24
9/9/2015,CL,CLJ19,57.41
9/9/2015,CL,CLK19,57.58
9/9/2015,CL,CLM19,57.76
9/9/2015,CL,CLN19,57.83
9/9/2015,CL,CLQ19,57.92
9/9/2015,CL,CLU19,58.05
9/9/2015,CL,CLV19,58.19
9/9/2015,CL,CLX19,58.36
9/9/2015,CL,CLZ19,58.55
9/9/2015,CL,CLF20,58.62
9/9/2015,CL,CLG20,58.71
9/9/2015,CL,CLH20,58.81
9/9/2015,CL,CLJ20,58.93
9/9/2015,CL,CLK20,59.06
9/9/2015,CL,CLM20,59.2
9/9/2015,CL,CLN20,59.22
9/9/2015,CL,CLQ20,59.28
9/9/2015,CL,CLU20,59.37
9/9/2015,CL,CLV20,59.49
9/9/2015,CL,CLX20,59.63
9/9/2015,CL,CLZ20,59.8
9/9/2015,CL,CLM21,60.28
9/9/2015,CL,CLZ21,60.74
9/9/2015,CL,CLM22,61.09
9/9/2015,CL,CLZ22,61.44
9/9/2015,CL,CLM23,61.44
9/9/2015,CL,CLZ23,61.44
9/10/2015,CL,CLV15,45.92
9/10/2015,CL,CLX15,46.44
9/10/2015,CL,CLZ15,47.04
9/10/2015,CL,CLF16,47.68
9/10/2015,CL,CLG16,48.33
9/10/2015,CL,CLH16,48.96
9/10/2015,CL,CLJ16,49.51
9/10/2015,CL,CLK16,49.98
9/10/2015,CL,CLM16,50.36
9/10/2015,CL,CLN16,50.64
9/10/2015,CL,CLQ16,50.93
9/10/2015,CL,CLU16,51.24
9/10/2015,CL,CLV16,51.56
9/10/2015,CL,CLX16,51.92
9/10/2015,CL,CLZ16,52.28
9/10/2015,CL,CLF17,52.54
9/10/2015,CL,CLG17,52.82
9/10/2015,CL,CLH17,53.14
9/10/2015,CL,CLJ17,53.43
9/10/2015,CL,CLK17,53.7
9/10/2015,CL,CLM17,53.99
9/10/2015,CL,CLN17,54.21
9/10/2015,CL,CLQ17,54.46
9/10/2015,CL,CLU17,54.75
9/10/2015,CL,CLV17,55.06
9/10/2015,CL,CLX17,55.38
9/10/2015,CL,CLZ17,55.69
9/10/2015,CL,CLF18,55.86
9/10/2015,CL,CLG18,56.03
9/10/2015,CL,CLH18,56.22
9/10/2015,CL,CLJ18,56.43
9/10/2015,CL,CLK18,56.64
9/10/2015,CL,CLM18,56.87
9/10/2015,CL,CLN18,57.02
9/10/2015,CL,CLQ18,57.18
9/10/2015,CL,CLU18,57.35
9/10/2015,CL,CLV18,57.54
9/10/2015,CL,CLX18,57.75
9/10/2015,CL,CLZ18,57.96
9/10/2015,CL,CLF19,58.06
9/10/2015,CL,CLG19,58.17
9/10/2015,CL,CLH19,58.31
9/10/2015,CL,CLJ19,58.48
9/10/2015,CL,CLK19,58.65
9/10/2015,CL,CLM19,58.83
9/10/2015,CL,CLN19,58.9
9/10/2015,CL,CLQ19,58.99
9/10/2015,CL,CLU19,59.12
9/10/2015,CL,CLV19,59.26
9/10/2015,CL,CLX19,59.43
9/10/2015,CL,CLZ19,59.62
9/10/2015,CL,CLF20,59.69
9/10/2015,CL,CLG20,59.78
9/10/2015,CL,CLH20,59.88
9/10/2015,CL,CLJ20,60
9/10/2015,CL,CLK20,60.13
9/10/2015,CL,CLM20,60.27
9/10/2015,CL,CLN20,60.29
9/10/2015,CL,CLQ20,60.35
9/10/2015,CL,CLU20,60.44
9/10/2015,CL,CLV20,60.56
9/10/2015,CL,CLX20,60.7
9/10/2015,CL,CLZ20,60.87
9/10/2015,CL,CLM21,61.35
9/10/2015,CL,CLZ21,61.81
9/10/2015,CL,CLM22,62.16
9/10/2015,CL,CLZ22,62.51
9/10/2015,CL,CLM23,62.51
9/10/2015,CL,CLZ23,62.51
9/11/2015,CL,CLV15,44.63
9/11/2015,CL,CLX15,45.16
9/11/2015,CL,CLZ15,45.8
9/11/2015,CL,CLF16,46.47
9/11/2015,CL,CLG16,47.13
9/11/2015,CL,CLH16,47.79
9/11/2015,CL,CLJ16,48.38
9/11/2015,CL,CLK16,48.9
9/11/2015,CL,CLM16,49.32
9/11/2015,CL,CLN16,49.64
9/11/2015,CL,CLQ16,49.95
9/11/2015,CL,CLU16,50.28
9/11/2015,CL,CLV16,50.61
9/11/2015,CL,CLX16,50.97
9/11/2015,CL,CLZ16,51.33
9/11/2015,CL,CLF17,51.6
9/11/2015,CL,CLG17,51.9
9/11/2015,CL,CLH17,52.23
9/11/2015,CL,CLJ17,52.53
9/11/2015,CL,CLK17,52.81
9/11/2015,CL,CLM17,53.12
9/11/2015,CL,CLN17,53.35
9/11/2015,CL,CLQ17,53.61
9/11/2015,CL,CLU17,53.91
9/11/2015,CL,CLV17,54.23
9/11/2015,CL,CLX17,54.56
9/11/2015,CL,CLZ17,54.88
9/11/2015,CL,CLF18,55.06
9/11/2015,CL,CLG18,55.24
9/11/2015,CL,CLH18,55.44
9/11/2015,CL,CLJ18,55.66
9/11/2015,CL,CLK18,55.89
9/11/2015,CL,CLM18,56.13
9/11/2015,CL,CLN18,56.29
9/11/2015,CL,CLQ18,56.47
9/11/2015,CL,CLU18,56.66
9/11/2015,CL,CLV18,56.87
9/11/2015,CL,CLX18,57.1
9/11/2015,CL,CLZ18,57.33
9/11/2015,CL,CLF19,57.45
9/11/2015,CL,CLG19,57.58
9/11/2015,CL,CLH19,57.74
9/11/2015,CL,CLJ19,57.91
9/11/2015,CL,CLK19,58.08
9/11/2015,CL,CLM19,58.27
9/11/2015,CL,CLN19,58.35
9/11/2015,CL,CLQ19,58.45
9/11/2015,CL,CLU19,58.59
9/11/2015,CL,CLV19,58.74
9/11/2015,CL,CLX19,58.92
9/11/2015,CL,CLZ19,59.12
9/11/2015,CL,CLF20,59.19
9/11/2015,CL,CLG20,59.28
9/11/2015,CL,CLH20,59.38
9/11/2015,CL,CLJ20,59.5
9/11/2015,CL,CLK20,59.63
9/11/2015,CL,CLM20,59.77
9/11/2015,CL,CLN20,59.79
9/11/2015,CL,CLQ20,59.85
9/11/2015,CL,CLU20,59.94
9/11/2015,CL,CLV20,60.06
9/11/2015,CL,CLX20,60.2
9/11/2015,CL,CLZ20,60.37
9/11/2015,CL,CLM21,60.85
9/11/2015,CL,CLZ21,61.31
9/11/2015,CL,CLM22,61.66
9/11/2015,CL,CLZ22,62.01
9/11/2015,CL,CLM23,62.01
9/11/2015,CL,CLZ23,62.01
9/14/2015,CL,CLV15,44
9/14/2015,CL,CLX15,44.43
9/14/2015,CL,CLZ15,44.9
9/14/2015,CL,CLF16,45.46
9/14/2015,CL,CLG16,46.06
9/14/2015,CL,CLH16,46.68
9/14/2015,CL,CLJ16,47.25
9/14/2015,CL,CLK16,47.76
9/14/2015,CL,CLM16,48.17
9/14/2015,CL,CLN16,48.48
9/14/2015,CL,CLQ16,48.77
9/14/2015,CL,CLU16,49.09
9/14/2015,CL,CLV16,49.41
9/14/2015,CL,CLX16,49.75
9/14/2015,CL,CLZ16,50.1
9/14/2015,CL,CLF17,50.36
9/14/2015,CL,CLG17,50.66
9/14/2015,CL,CLH17,50.98
9/14/2015,CL,CLJ17,51.28
9/14/2015,CL,CLK17,51.56
9/14/2015,CL,CLM17,51.87
9/14/2015,CL,CLN17,52.1
9/14/2015,CL,CLQ17,52.36
9/14/2015,CL,CLU17,52.66
9/14/2015,CL,CLV17,52.98
9/14/2015,CL,CLX17,53.31
9/14/2015,CL,CLZ17,53.63
9/14/2015,CL,CLF18,53.81
9/14/2015,CL,CLG18,54
9/14/2015,CL,CLH18,54.2
9/14/2015,CL,CLJ18,54.42
9/14/2015,CL,CLK18,54.65
9/14/2015,CL,CLM18,54.89
9/14/2015,CL,CLN18,55.05
9/14/2015,CL,CLQ18,55.23
9/14/2015,CL,CLU18,55.42
9/14/2015,CL,CLV18,55.63
9/14/2015,CL,CLX18,55.86
9/14/2015,CL,CLZ18,56.09
9/14/2015,CL,CLF19,56.21
9/14/2015,CL,CLG19,56.34
9/14/2015,CL,CLH19,56.5
9/14/2015,CL,CLJ19,56.67
9/14/2015,CL,CLK19,56.84
9/14/2015,CL,CLM19,57.03
9/14/2015,CL,CLN19,57.11
9/14/2015,CL,CLQ19,57.21
9/14/2015,CL,CLU19,57.35
9/14/2015,CL,CLV19,57.5
9/14/2015,CL,CLX19,57.68
9/14/2015,CL,CLZ19,57.88
9/14/2015,CL,CLF20,57.95
9/14/2015,CL,CLG20,58.04
9/14/2015,CL,CLH20,58.14
9/14/2015,CL,CLJ20,58.26
9/14/2015,CL,CLK20,58.39
9/14/2015,CL,CLM20,58.53
9/14/2015,CL,CLN20,58.55
9/14/2015,CL,CLQ20,58.61
9/14/2015,CL,CLU20,58.7
9/14/2015,CL,CLV20,58.82
9/14/2015,CL,CLX20,58.96
9/14/2015,CL,CLZ20,59.13
9/14/2015,CL,CLM21,59.61
