Settlement Date,Product,Contract,Settlement
6/13/2013,CL,CLQ15,87.81
6/13/2013,CL,CLU15,87.55
6/13/2013,CL,CLV15,87.33
6/13/2013,CL,CLX15,87.14
6/13/2013,CL,CLZ15,86.99
6/13/2013,CL,CLF16,86.74
6/13/2013,CL,CLG16,86.49
6/13/2013,CL,CLH16,86.25
6/13/2013,CL,CLJ16,86.02
6/13/2013,CL,CLK16,85.81
6/13/2013,CL,CLM16,85.61
6/13/2013,CL,CLN16,85.38
6/13/2013,CL,CLQ16,85.19
6/13/2013,CL,CLU16,85.02
6/13/2013,CL,CLV16,84.89
6/13/2013,CL,CLX16,84.78
6/13/2013,CL,CLZ16,84.71
6/13/2013,CL,CLF17,84.56
6/13/2013,CL,CLG17,84.42
6/13/2013,CL,CLH17,84.28
6/13/2013,CL,CLJ17,84.15
6/13/2013,CL,CLK17,84.05
6/13/2013,CL,CLM17,83.95
6/13/2013,CL,CLN17,83.81
6/13/2013,CL,CLQ17,83.71
6/13/2013,CL,CLU17,83.62
6/13/2013,CL,CLV17,83.53
6/13/2013,CL,CLX17,83.46
6/13/2013,CL,CLZ17,83.41
6/13/2013,CL,CLF18,83.31
6/13/2013,CL,CLG18,83.21
6/13/2013,CL,CLH18,83.11
6/13/2013,CL,CLJ18,83.02
6/13/2013,CL,CLK18,82.94
6/13/2013,CL,CLM18,82.86
6/13/2013,CL,CLN18,82.79
6/13/2013,CL,CLQ18,82.72
6/13/2013,CL,CLU18,82.66
6/13/2013,CL,CLV18,82.6
6/13/2013,CL,CLX18,82.55
6/13/2013,CL,CLZ18,82.51
6/13/2013,CL,CLM19,82.18
6/13/2013,CL,CLZ19,81.86
6/13/2013,CL,CLM20,81.58
6/13/2013,CL,CLZ20,81.31
6/13/2013,CL,CLM21,81.19
6/13/2013,CL,CLZ21,81.06
6/14/2013,CL,CLN13,97.85
6/14/2013,CL,CLQ13,98.07
6/14/2013,CL,CLU13,98.11
6/14/2013,CL,CLV13,97.82
6/14/2013,CL,CLX13,97.3
6/14/2013,CL,CLZ13,96.67
6/14/2013,CL,CLF14,96.07
6/14/2013,CL,CLG14,95.5
6/14/2013,CL,CLH14,94.95
6/14/2013,CL,CLJ14,94.41
6/14/2013,CL,CLK14,93.94
6/14/2013,CL,CLM14,93.53
6/14/2013,CL,CLN14,93.09
6/14/2013,CL,CLQ14,92.64
6/14/2013,CL,CLU14,92.19
6/14/2013,CL,CLV14,91.76
6/14/2013,CL,CLX14,91.37
6/14/2013,CL,CLZ14,91.03
6/14/2013,CL,CLF15,90.55
6/14/2013,CL,CLG15,90.11
6/14/2013,CL,CLH15,89.69
6/14/2013,CL,CLJ15,89.29
6/14/2013,CL,CLK15,88.94
6/14/2013,CL,CLM15,88.64
6/14/2013,CL,CLN15,88.3
6/14/2013,CL,CLQ15,87.98
6/14/2013,CL,CLU15,87.68
6/14/2013,CL,CLV15,87.42
6/14/2013,CL,CLX15,87.2
6/14/2013,CL,CLZ15,87.02
6/14/2013,CL,CLF16,86.75
6/14/2013,CL,CLG16,86.49
6/14/2013,CL,CLH16,86.23
6/14/2013,CL,CLJ16,85.98
6/14/2013,CL,CLK16,85.75
6/14/2013,CL,CLM16,85.53
6/14/2013,CL,CLN16,85.28
6/14/2013,CL,CLQ16,85.07
6/14/2013,CL,CLU16,84.89
6/14/2013,CL,CLV16,84.74
6/14/2013,CL,CLX16,84.62
6/14/2013,CL,CLZ16,84.53
6/14/2013,CL,CLF17,84.38
6/14/2013,CL,CLG17,84.23
6/14/2013,CL,CLH17,84.08
6/14/2013,CL,CLJ17,83.95
6/14/2013,CL,CLK17,83.84
6/14/2013,CL,CLM17,83.73
6/14/2013,CL,CLN17,83.59
6/14/2013,CL,CLQ17,83.48
6/14/2013,CL,CLU17,83.38
6/14/2013,CL,CLV17,83.29
6/14/2013,CL,CLX17,83.21
6/14/2013,CL,CLZ17,83.15
6/14/2013,CL,CLF18,83.05
6/14/2013,CL,CLG18,82.95
6/14/2013,CL,CLH18,82.85
6/14/2013,CL,CLJ18,82.76
6/14/2013,CL,CLK18,82.68
6/14/2013,CL,CLM18,82.6
6/14/2013,CL,CLN18,82.53
6/14/2013,CL,CLQ18,82.46
6/14/2013,CL,CLU18,82.4
6/14/2013,CL,CLV18,82.34
6/14/2013,CL,CLX18,82.29
6/14/2013,CL,CLZ18,82.25
6/14/2013,CL,CLM19,81.92
6/14/2013,CL,CLZ19,81.6
6/14/2013,CL,CLM20,81.32
6/14/2013,CL,CLZ20,81.05
6/14/2013,CL,CLM21,80.93
6/14/2013,CL,CLZ21,80.8
6/17/2013,CL,CLN13,97.77
6/17/2013,CL,CLQ13,98.03
6/17/2013,CL,CLU13,98.11
6/17/2013,CL,CLV13,97.87
6/17/2013,CL,CLX13,97.39
6/17/2013,CL,CLZ13,96.79
6/17/2013,CL,CLF14,96.21
6/17/2013,CL,CLG14,95.66
6/17/2013,CL,CLH14,95.13
6/17/2013,CL,CLJ14,94.6
6/17/2013,CL,CLK14,94.15
6/17/2013,CL,CLM14,93.74
6/17/2013,CL,CLN14,93.3
6/17/2013,CL,CLQ14,92.84
6/17/2013,CL,CLU14,92.39
6/17/2013,CL,CLV14,91.96
6/17/2013,CL,CLX14,91.58
6/17/2013,CL,CLZ14,91.25
6/17/2013,CL,CLF15,90.78
6/17/2013,CL,CLG15,90.34
6/17/2013,CL,CLH15,89.91
6/17/2013,CL,CLJ15,89.51
6/17/2013,CL,CLK15,89.16
6/17/2013,CL,CLM15,88.85
6/17/2013,CL,CLN15,88.51
6/17/2013,CL,CLQ15,88.19
6/17/2013,CL,CLU15,87.89
6/17/2013,CL,CLV15,87.63
6/17/2013,CL,CLX15,87.41
6/17/2013,CL,CLZ15,87.23
6/17/2013,CL,CLF16,86.95
6/17/2013,CL,CLG16,86.68
6/17/2013,CL,CLH16,86.42
6/17/2013,CL,CLJ16,86.17
6/17/2013,CL,CLK16,85.93
6/17/2013,CL,CLM16,85.71
6/17/2013,CL,CLN16,85.46
6/17/2013,CL,CLQ16,85.24
6/17/2013,CL,CLU16,85.05
6/17/2013,CL,CLV16,84.89
6/17/2013,CL,CLX16,84.76
6/17/2013,CL,CLZ16,84.67
6/17/2013,CL,CLF17,84.51
6/17/2013,CL,CLG17,84.36
6/17/2013,CL,CLH17,84.21
6/17/2013,CL,CLJ17,84.08
6/17/2013,CL,CLK17,83.96
6/17/2013,CL,CLM17,83.84
6/17/2013,CL,CLN17,83.7
6/17/2013,CL,CLQ17,83.59
6/17/2013,CL,CLU17,83.49
6/17/2013,CL,CLV17,83.39
6/17/2013,CL,CLX17,83.31
6/17/2013,CL,CLZ17,83.24
6/17/2013,CL,CLF18,83.13
6/17/2013,CL,CLG18,83.02
6/17/2013,CL,CLH18,82.92
6/17/2013,CL,CLJ18,82.83
6/17/2013,CL,CLK18,82.74
6/17/2013,CL,CLM18,82.66
6/17/2013,CL,CLN18,82.58
6/17/2013,CL,CLQ18,82.51
6/17/2013,CL,CLU18,82.44
6/17/2013,CL,CLV18,82.38
6/17/2013,CL,CLX18,82.33
6/17/2013,CL,CLZ18,82.28
6/17/2013,CL,CLM19,81.95
6/17/2013,CL,CLZ19,81.63
6/17/2013,CL,CLM20,81.35
6/17/2013,CL,CLZ20,81.08
6/17/2013,CL,CLM21,80.96
6/17/2013,CL,CLZ21,80.83
6/18/2013,CL,CLN13,98.44
6/18/2013,CL,CLQ13,98.67
6/18/2013,CL,CLU13,98.72
6/18/2013,CL,CLV13,98.43
6/18/2013,CL,CLX13,97.9
6/18/2013,CL,CLZ13,97.26
6/18/2013,CL,CLF14,96.65
6/18/2013,CL,CLG14,96.07
6/18/2013,CL,CLH14,95.51
6/18/2013,CL,CLJ14,94.96
6/18/2013,CL,CLK14,94.48
6/18/2013,CL,CLM14,94.05
6/18/2013,CL,CLN14,93.59
6/18/2013,CL,CLQ14,93.12
6/18/2013,CL,CLU14,92.65
6/18/2013,CL,CLV14,92.2
6/18/2013,CL,CLX14,91.8
6/18/2013,CL,CLZ14,91.46
6/18/2013,CL,CLF15,90.97
6/18/2013,CL,CLG15,90.51
6/18/2013,CL,CLH15,90.06
6/18/2013,CL,CLJ15,89.64
6/18/2013,CL,CLK15,89.27
6/18/2013,CL,CLM15,88.94
6/18/2013,CL,CLN15,88.58
6/18/2013,CL,CLQ15,88.24
6/18/2013,CL,CLU15,87.92
6/18/2013,CL,CLV15,87.64
6/18/2013,CL,CLX15,87.4
6/18/2013,CL,CLZ15,87.2
6/18/2013,CL,CLF16,86.91
6/18/2013,CL,CLG16,86.63
6/18/2013,CL,CLH16,86.36
6/18/2013,CL,CLJ16,86.1
6/18/2013,CL,CLK16,85.85
6/18/2013,CL,CLM16,85.61
6/18/2013,CL,CLN16,85.34
6/18/2013,CL,CLQ16,85.1
6/18/2013,CL,CLU16,84.9
6/18/2013,CL,CLV16,84.73
6/18/2013,CL,CLX16,84.59
6/18/2013,CL,CLZ16,84.49
6/18/2013,CL,CLF17,84.32
6/18/2013,CL,CLG17,84.16
6/18/2013,CL,CLH17,84.01
6/18/2013,CL,CLJ17,83.87
6/18/2013,CL,CLK17,83.74
6/18/2013,CL,CLM17,83.62
6/18/2013,CL,CLN17,83.48
6/18/2013,CL,CLQ17,83.36
6/18/2013,CL,CLU17,83.25
6/18/2013,CL,CLV17,83.15
6/18/2013,CL,CLX17,83.06
6/18/2013,CL,CLZ17,82.98
6/18/2013,CL,CLF18,82.86
6/18/2013,CL,CLG18,82.75
6/18/2013,CL,CLH18,82.65
6/18/2013,CL,CLJ18,82.55
6/18/2013,CL,CLK18,82.46
6/18/2013,CL,CLM18,82.38
6/18/2013,CL,CLN18,82.3
6/18/2013,CL,CLQ18,82.22
6/18/2013,CL,CLU18,82.15
6/18/2013,CL,CLV18,82.09
6/18/2013,CL,CLX18,82.03
6/18/2013,CL,CLZ18,81.98
6/18/2013,CL,CLM19,81.65
6/18/2013,CL,CLZ19,81.33
6/18/2013,CL,CLM20,81.05
6/18/2013,CL,CLZ20,80.78
6/18/2013,CL,CLM21,80.66
6/18/2013,CL,CLZ21,80.53
6/19/2013,CL,CLN13,98.24
6/19/2013,CL,CLQ13,98.48
6/19/2013,CL,CLU13,98.55
6/19/2013,CL,CLV13,98.31
6/19/2013,CL,CLX13,97.84
6/19/2013,CL,CLZ13,97.22
6/19/2013,CL,CLF14,96.6
6/19/2013,CL,CLG14,96
6/19/2013,CL,CLH14,95.42
6/19/2013,CL,CLJ14,94.84
6/19/2013,CL,CLK14,94.34
6/19/2013,CL,CLM14,93.89
6/19/2013,CL,CLN14,93.42
6/19/2013,CL,CLQ14,92.93
6/19/2013,CL,CLU14,92.45
6/19/2013,CL,CLV14,92
6/19/2013,CL,CLX14,91.59
6/19/2013,CL,CLZ14,91.24
6/19/2013,CL,CLF15,90.74
6/19/2013,CL,CLG15,90.27
6/19/2013,CL,CLH15,89.82
6/19/2013,CL,CLJ15,89.4
6/19/2013,CL,CLK15,89.02
6/19/2013,CL,CLM15,88.68
6/19/2013,CL,CLN15,88.31
6/19/2013,CL,CLQ15,87.97
6/19/2013,CL,CLU15,87.65
6/19/2013,CL,CLV15,87.36
6/19/2013,CL,CLX15,87.11
6/19/2013,CL,CLZ15,86.91
6/19/2013,CL,CLF16,86.62
6/19/2013,CL,CLG16,86.34
6/19/2013,CL,CLH16,86.06
6/19/2013,CL,CLJ16,85.8
6/19/2013,CL,CLK16,85.54
6/19/2013,CL,CLM16,85.3
6/19/2013,CL,CLN16,85.03
6/19/2013,CL,CLQ16,84.78
6/19/2013,CL,CLU16,84.58
6/19/2013,CL,CLV16,84.4
6/19/2013,CL,CLX16,84.26
6/19/2013,CL,CLZ16,84.15
6/19/2013,CL,CLF17,83.98
6/19/2013,CL,CLG17,83.81
6/19/2013,CL,CLH17,83.66
6/19/2013,CL,CLJ17,83.52
6/19/2013,CL,CLK17,83.39
6/19/2013,CL,CLM17,83.26
6/19/2013,CL,CLN17,83.11
6/19/2013,CL,CLQ17,82.99
6/19/2013,CL,CLU17,82.88
6/19/2013,CL,CLV17,82.78
6/19/2013,CL,CLX17,82.68
6/19/2013,CL,CLZ17,82.6
6/19/2013,CL,CLF18,82.48
6/19/2013,CL,CLG18,82.37
6/19/2013,CL,CLH18,82.26
6/19/2013,CL,CLJ18,82.16
6/19/2013,CL,CLK18,82.07
6/19/2013,CL,CLM18,81.98
6/19/2013,CL,CLN18,81.9
6/19/2013,CL,CLQ18,81.82
6/19/2013,CL,CLU18,81.75
6/19/2013,CL,CLV18,81.68
6/19/2013,CL,CLX18,81.62
6/19/2013,CL,CLZ18,81.57
6/19/2013,CL,CLM19,81.24
6/19/2013,CL,CLZ19,80.92
6/19/2013,CL,CLM20,80.64
6/19/2013,CL,CLZ20,80.37
6/19/2013,CL,CLM21,80.25
6/19/2013,CL,CLZ21,80.12
6/20/2013,CL,CLN13,95.4
6/20/2013,CL,CLQ13,95.14
6/20/2013,CL,CLU13,95.15
6/20/2013,CL,CLV13,94.84
6/20/2013,CL,CLX13,94.31
6/20/2013,CL,CLZ13,93.66
6/20/2013,CL,CLF14,93.02
6/20/2013,CL,CLG14,92.42
6/20/2013,CL,CLH14,91.86
6/20/2013,CL,CLJ14,91.3
6/20/2013,CL,CLK14,90.83
6/20/2013,CL,CLM14,90.42
6/20/2013,CL,CLN14,89.98
6/20/2013,CL,CLQ14,89.53
6/20/2013,CL,CLU14,89.1
6/20/2013,CL,CLV14,88.7
6/20/2013,CL,CLX14,88.34
6/20/2013,CL,CLZ14,88.03
6/20/2013,CL,CLF15,87.57
6/20/2013,CL,CLG15,87.13
6/20/2013,CL,CLH15,86.72
6/20/2013,CL,CLJ15,86.34
6/20/2013,CL,CLK15,86
6/20/2013,CL,CLM15,85.7
6/20/2013,CL,CLN15,85.37
6/20/2013,CL,CLQ15,85.07
6/20/2013,CL,CLU15,84.79
6/20/2013,CL,CLV15,84.54
6/20/2013,CL,CLX15,84.34
6/20/2013,CL,CLZ15,84.18
6/20/2013,CL,CLF16,83.92
6/20/2013,CL,CLG16,83.67
6/20/2013,CL,CLH16,83.42
6/20/2013,CL,CLJ16,83.19
6/20/2013,CL,CLK16,82.96
6/20/2013,CL,CLM16,82.75
6/20/2013,CL,CLN16,82.51
6/20/2013,CL,CLQ16,82.29
6/20/2013,CL,CLU16,82.12
6/20/2013,CL,CLV16,81.97
6/20/2013,CL,CLX16,81.86
6/20/2013,CL,CLZ16,81.78
6/20/2013,CL,CLF17,81.63
6/20/2013,CL,CLG17,81.49
6/20/2013,CL,CLH17,81.36
6/20/2013,CL,CLJ17,81.24
6/20/2013,CL,CLK17,81.13
6/20/2013,CL,CLM17,81.03
6/20/2013,CL,CLN17,80.9
6/20/2013,CL,CLQ17,80.8
6/20/2013,CL,CLU17,80.72
6/20/2013,CL,CLV17,80.64
6/20/2013,CL,CLX17,80.57
6/20/2013,CL,CLZ17,80.51
6/20/2013,CL,CLF18,80.41
6/20/2013,CL,CLG18,80.32
6/20/2013,CL,CLH18,80.23
6/20/2013,CL,CLJ18,80.15
6/20/2013,CL,CLK18,80.08
6/20/2013,CL,CLM18,80.01
6/20/2013,CL,CLN18,79.95
6/20/2013,CL,CLQ18,79.89
6/20/2013,CL,CLU18,79.84
6/20/2013,CL,CLV18,79.79
6/20/2013,CL,CLX18,79.75
6/20/2013,CL,CLZ18,79.72
6/20/2013,CL,CLM19,79.39
6/20/2013,CL,CLZ19,79.07
6/20/2013,CL,CLM20,78.79
6/20/2013,CL,CLZ20,78.52
6/20/2013,CL,CLM21,78.4
6/20/2013,CL,CLZ21,78.27
6/21/2013,CL,CLQ13,93.69
6/21/2013,CL,CLU13,93.63
6/21/2013,CL,CLV13,93.28
6/21/2013,CL,CLX13,92.74
6/21/2013,CL,CLZ13,92.09
6/21/2013,CL,CLF14,91.44
6/21/2013,CL,CLG14,90.83
6/21/2013,CL,CLH14,90.26
6/21/2013,CL,CLJ14,89.7
6/21/2013,CL,CLK14,89.24
6/21/2013,CL,CLM14,88.84
6/21/2013,CL,CLN14,88.4
6/21/2013,CL,CLQ14,87.96
6/21/2013,CL,CLU14,87.54
6/21/2013,CL,CLV14,87.17
6/21/2013,CL,CLX14,86.84
6/21/2013,CL,CLZ14,86.56
6/21/2013,CL,CLF15,86.13
6/21/2013,CL,CLG15,85.72
6/21/2013,CL,CLH15,85.35
6/21/2013,CL,CLJ15,85.01
6/21/2013,CL,CLK15,84.7
6/21/2013,CL,CLM15,84.43
6/21/2013,CL,CLN15,84.13
6/21/2013,CL,CLQ15,83.85
6/21/2013,CL,CLU15,83.6
6/21/2013,CL,CLV15,83.38
6/21/2013,CL,CLX15,83.2
6/21/2013,CL,CLZ15,83.06
6/21/2013,CL,CLF16,82.82
6/21/2013,CL,CLG16,82.58
6/21/2013,CL,CLH16,82.35
6/21/2013,CL,CLJ16,82.13
6/21/2013,CL,CLK16,81.92
6/21/2013,CL,CLM16,81.73
6/21/2013,CL,CLN16,81.51
6/21/2013,CL,CLQ16,81.31
6/21/2013,CL,CLU16,81.15
6/21/2013,CL,CLV16,81.02
6/21/2013,CL,CLX16,80.92
6/21/2013,CL,CLZ16,80.86
6/21/2013,CL,CLF17,80.72
6/21/2013,CL,CLG17,80.59
6/21/2013,CL,CLH17,80.46
6/21/2013,CL,CLJ17,80.35
6/21/2013,CL,CLK17,80.24
6/21/2013,CL,CLM17,80.15
6/21/2013,CL,CLN17,80.03
6/21/2013,CL,CLQ17,79.93
6/21/2013,CL,CLU17,79.85
6/21/2013,CL,CLV17,79.78
6/21/2013,CL,CLX17,79.71
6/21/2013,CL,CLZ17,79.66
6/21/2013,CL,CLF18,79.55
6/21/2013,CL,CLG18,79.44
6/21/2013,CL,CLH18,79.34
6/21/2013,CL,CLJ18,79.25
6/21/2013,CL,CLK18,79.16
6/21/2013,CL,CLM18,79.08
6/21/2013,CL,CLN18,79.01
6/21/2013,CL,CLQ18,78.94
6/21/2013,CL,CLU18,78.87
6/21/2013,CL,CLV18,78.81
6/21/2013,CL,CLX18,78.76
6/21/2013,CL,CLZ18,78.71
6/21/2013,CL,CLM19,78.37
6/21/2013,CL,CLZ19,78.04
6/21/2013,CL,CLM20,77.77
6/21/2013,CL,CLZ20,77.51
6/21/2013,CL,CLM21,77.39
6/21/2013,CL,CLZ21,77.26
6/24/2013,CL,CLQ13,95.18
6/24/2013,CL,CLU13,95.04
6/24/2013,CL,CLV13,94.56
6/24/2013,CL,CLX13,93.91
6/24/2013,CL,CLZ13,93.18
6/24/2013,CL,CLF14,92.47
6/24/2013,CL,CLG14,91.79
6/24/2013,CL,CLH14,91.16
6/24/2013,CL,CLJ14,90.57
6/24/2013,CL,CLK14,90.1
6/24/2013,CL,CLM14,89.7
6/24/2013,CL,CLN14,89.26
6/24/2013,CL,CLQ14,88.83
6/24/2013,CL,CLU14,88.41
6/24/2013,CL,CLV14,88.04
6/24/2013,CL,CLX14,87.71
6/24/2013,CL,CLZ14,87.43
6/24/2013,CL,CLF15,87
6/24/2013,CL,CLG15,86.59
6/24/2013,CL,CLH15,86.22
6/24/2013,CL,CLJ15,85.88
6/24/2013,CL,CLK15,85.57
6/24/2013,CL,CLM15,85.3
6/24/2013,CL,CLN15,85
6/24/2013,CL,CLQ15,84.72
6/24/2013,CL,CLU15,84.47
6/24/2013,CL,CLV15,84.25
6/24/2013,CL,CLX15,84.07
6/24/2013,CL,CLZ15,83.93
6/24/2013,CL,CLF16,83.69
6/24/2013,CL,CLG16,83.45
6/24/2013,CL,CLH16,83.22
6/24/2013,CL,CLJ16,83
6/24/2013,CL,CLK16,82.79
6/24/2013,CL,CLM16,82.6
6/24/2013,CL,CLN16,82.38
6/24/2013,CL,CLQ16,82.18
6/24/2013,CL,CLU16,82.02
6/24/2013,CL,CLV16,81.89
6/24/2013,CL,CLX16,81.79
6/24/2013,CL,CLZ16,81.73
6/24/2013,CL,CLF17,81.59
6/24/2013,CL,CLG17,81.46
6/24/2013,CL,CLH17,81.33
6/24/2013,CL,CLJ17,81.22
6/24/2013,CL,CLK17,81.11
6/24/2013,CL,CLM17,81.02
6/24/2013,CL,CLN17,80.9
6/24/2013,CL,CLQ17,80.8
6/24/2013,CL,CLU17,80.72
6/24/2013,CL,CLV17,80.65
6/24/2013,CL,CLX17,80.58
6/24/2013,CL,CLZ17,80.53
6/24/2013,CL,CLF18,80.42
6/24/2013,CL,CLG18,80.31
6/24/2013,CL,CLH18,80.21
6/24/2013,CL,CLJ18,80.12
6/24/2013,CL,CLK18,80.03
6/24/2013,CL,CLM18,79.95
6/24/2013,CL,CLN18,79.88
6/24/2013,CL,CLQ18,79.81
6/24/2013,CL,CLU18,79.74
6/24/2013,CL,CLV18,79.68
6/24/2013,CL,CLX18,79.63
6/24/2013,CL,CLZ18,79.58
6/24/2013,CL,CLM19,79.26
6/24/2013,CL,CLZ19,78.94
6/24/2013,CL,CLM20,78.67
6/24/2013,CL,CLZ20,78.41
6/24/2013,CL,CLM21,78.29
6/24/2013,CL,CLZ21,78.16
6/25/2013,CL,CLQ13,95.32
6/25/2013,CL,CLU13,95.21
6/25/2013,CL,CLV13,94.67
6/25/2013,CL,CLX13,94.04
6/25/2013,CL,CLZ13,93.36
6/25/2013,CL,CLF14,92.66
6/25/2013,CL,CLG14,91.99
6/25/2013,CL,CLH14,91.37
6/25/2013,CL,CLJ14,90.79
6/25/2013,CL,CLK14,90.34
6/25/2013,CL,CLM14,89.96
6/25/2013,CL,CLN14,89.53
6/25/2013,CL,CLQ14,89.1
6/25/2013,CL,CLU14,88.69
6/25/2013,CL,CLV14,88.32
6/25/2013,CL,CLX14,87.99
6/25/2013,CL,CLZ14,87.72
6/25/2013,CL,CLF15,87.31
6/25/2013,CL,CLG15,86.92
6/25/2013,CL,CLH15,86.57
6/25/2013,CL,CLJ15,86.25
6/25/2013,CL,CLK15,85.97
6/25/2013,CL,CLM15,85.72
6/25/2013,CL,CLN15,85.44
6/25/2013,CL,CLQ15,85.19
6/25/2013,CL,CLU15,84.96
6/25/2013,CL,CLV15,84.76
6/25/2013,CL,CLX15,84.6
6/25/2013,CL,CLZ15,84.48
6/25/2013,CL,CLF16,84.25
6/25/2013,CL,CLG16,84.03
6/25/2013,CL,CLH16,83.81
6/25/2013,CL,CLJ16,83.6
6/25/2013,CL,CLK16,83.41
6/25/2013,CL,CLM16,83.23
6/25/2013,CL,CLN16,83.02
6/25/2013,CL,CLQ16,82.84
6/25/2013,CL,CLU16,82.69
6/25/2013,CL,CLV16,82.57
6/25/2013,CL,CLX16,82.48
6/25/2013,CL,CLZ16,82.43
6/25/2013,CL,CLF17,82.29
6/25/2013,CL,CLG17,82.16
6/25/2013,CL,CLH17,82.04
6/25/2013,CL,CLJ17,81.93
6/25/2013,CL,CLK17,81.83
6/25/2013,CL,CLM17,81.74
6/25/2013,CL,CLN17,81.62
6/25/2013,CL,CLQ17,81.53
6/25/2013,CL,CLU17,81.45
6/25/2013,CL,CLV17,81.38
6/25/2013,CL,CLX17,81.32
6/25/2013,CL,CLZ17,81.27
6/25/2013,CL,CLF18,81.16
6/25/2013,CL,CLG18,81.05
6/25/2013,CL,CLH18,80.95
6/25/2013,CL,CLJ18,80.86
6/25/2013,CL,CLK18,80.77
6/25/2013,CL,CLM18,80.69
6/25/2013,CL,CLN18,80.62
6/25/2013,CL,CLQ18,80.55
6/25/2013,CL,CLU18,80.48
6/25/2013,CL,CLV18,80.42
6/25/2013,CL,CLX18,80.37
6/25/2013,CL,CLZ18,80.32
6/25/2013,CL,CLM19,80
6/25/2013,CL,CLZ19,79.68
6/25/2013,CL,CLM20,79.41
6/25/2013,CL,CLZ20,79.15
6/25/2013,CL,CLM21,79.03
6/25/2013,CL,CLZ21,78.9
6/26/2013,CL,CLQ13,95.5
6/26/2013,CL,CLU13,95.41
6/26/2013,CL,CLV13,94.88
6/26/2013,CL,CLX13,94.22
6/26/2013,CL,CLZ13,93.52
6/26/2013,CL,CLF14,92.82
6/26/2013,CL,CLG14,92.14
6/26/2013,CL,CLH14,91.51
6/26/2013,CL,CLJ14,90.94
6/26/2013,CL,CLK14,90.5
6/26/2013,CL,CLM14,90.13
6/26/2013,CL,CLN14,89.7
6/26/2013,CL,CLQ14,89.28
6/26/2013,CL,CLU14,88.87
6/26/2013,CL,CLV14,88.51
6/26/2013,CL,CLX14,88.18
6/26/2013,CL,CLZ14,87.91
6/26/2013,CL,CLF15,87.5
6/26/2013,CL,CLG15,87.12
6/26/2013,CL,CLH15,86.77
6/26/2013,CL,CLJ15,86.45
6/26/2013,CL,CLK15,86.17
6/26/2013,CL,CLM15,85.92
6/26/2013,CL,CLN15,85.64
6/26/2013,CL,CLQ15,85.39
6/26/2013,CL,CLU15,85.17
6/26/2013,CL,CLV15,84.98
6/26/2013,CL,CLX15,84.82
6/26/2013,CL,CLZ15,84.7
6/26/2013,CL,CLF16,84.47
6/26/2013,CL,CLG16,84.24
6/26/2013,CL,CLH16,84.01
6/26/2013,CL,CLJ16,83.8
6/26/2013,CL,CLK16,83.6
6/26/2013,CL,CLM16,83.42
6/26/2013,CL,CLN16,83.21
6/26/2013,CL,CLQ16,83.02
6/26/2013,CL,CLU16,82.86
6/26/2013,CL,CLV16,82.74
6/26/2013,CL,CLX16,82.64
6/26/2013,CL,CLZ16,82.59
6/26/2013,CL,CLF17,82.44
6/26/2013,CL,CLG17,82.3
6/26/2013,CL,CLH17,82.17
6/26/2013,CL,CLJ17,82.05
6/26/2013,CL,CLK17,81.95
6/26/2013,CL,CLM17,81.85
6/26/2013,CL,CLN17,81.72
6/26/2013,CL,CLQ17,81.62
6/26/2013,CL,CLU17,81.53
6/26/2013,CL,CLV17,81.45
6/26/2013,CL,CLX17,81.39
6/26/2013,CL,CLZ17,81.33
6/26/2013,CL,CLF18,81.22
6/26/2013,CL,CLG18,81.11
6/26/2013,CL,CLH18,81.01
6/26/2013,CL,CLJ18,80.91
6/26/2013,CL,CLK18,80.82
6/26/2013,CL,CLM18,80.74
6/26/2013,CL,CLN18,80.66
6/26/2013,CL,CLQ18,80.59
6/26/2013,CL,CLU18,80.52
6/26/2013,CL,CLV18,80.46
6/26/2013,CL,CLX18,80.4
6/26/2013,CL,CLZ18,80.35
6/26/2013,CL,CLM19,80.03
6/26/2013,CL,CLZ19,79.71
6/26/2013,CL,CLM20,79.44
6/26/2013,CL,CLZ20,79.18
6/26/2013,CL,CLM21,79.06
6/26/2013,CL,CLZ21,78.93
6/27/2013,CL,CLQ13,97.05
6/27/2013,CL,CLU13,96.89
6/27/2013,CL,CLV13,96.31
6/27/2013,CL,CLX13,95.61
6/27/2013,CL,CLZ13,94.88
6/27/2013,CL,CLF14,94.15
6/27/2013,CL,CLG14,93.44
6/27/2013,CL,CLH14,92.78
6/27/2013,CL,CLJ14,92.17
6/27/2013,CL,CLK14,91.69
6/27/2013,CL,CLM14,91.28
6/27/2013,CL,CLN14,90.82
6/27/2013,CL,CLQ14,90.36
6/27/2013,CL,CLU14,89.92
6/27/2013,CL,CLV14,89.53
6/27/2013,CL,CLX14,89.17
6/27/2013,CL,CLZ14,88.86
6/27/2013,CL,CLF15,88.41
6/27/2013,CL,CLG15,87.98
6/27/2013,CL,CLH15,87.58
6/27/2013,CL,CLJ15,87.21
6/27/2013,CL,CLK15,86.88
6/27/2013,CL,CLM15,86.58
6/27/2013,CL,CLN15,86.25
6/27/2013,CL,CLQ15,85.95
6/27/2013,CL,CLU15,85.69
6/27/2013,CL,CLV15,85.45
6/27/2013,CL,CLX15,85.24
6/27/2013,CL,CLZ15,85.07
6/27/2013,CL,CLF16,84.81
6/27/2013,CL,CLG16,84.55
6/27/2013,CL,CLH16,84.3
6/27/2013,CL,CLJ16,84.06
6/27/2013,CL,CLK16,83.84
